video_id,title,channel,category,tags,views,likes,comments,duration_sec,publish_date,engagement_ratio,success_level
vid_1102,How To Music official,channel_101,Music,trailer|official|review,542273,26547,1596,346,2024-11-24,0.051898117925624314,Medium
vid_1103,2025 Entertainment trailer,channel_336,Entertainment,tutorial|challenge,186010,9022,1689,764,2023-09-03,0.057582616081844624,Medium
vid_1104,Exclusive Music live,channel_191,Music,trailer|vlog|challenge|review,745320,26183,3741,667,2025-03-24,0.04014914379173537,Low
vid_1105,2025 Entertainment review,channel_273,Entertainment,review|reaction|official,157974,3168,213,499,2025-02-20,0.021402120588700745,Low
vid_1106,New Education vlog,channel_97,Education,compilation|reaction,123777,6565,294,738,2023-02-24,0.055413724571410104,Medium
vid_1107,Exclusive Education live,channel_144,Education,reaction|trailer|review|vlog,107605,6873,853,1058,2025-03-20,0.07179897031764028,High
vid_1108,Exclusive Education live,channel_34,Education,vlog|compilation|reaction|tutorial,73364,2971,501,716,2024-04-20,0.0473250187419069,Medium
vid_1109,Exclusive Entertainment compilation,channel_365,Entertainment,challenge|vlog|live|tutorial,144089,9934,918,368,2024-02-15,0.07531403983621347,High
vid_1110,Amazing Education,channel_405,Education,reaction|vlog,36569,2606,148,30,2024-04-07,0.07530762920426579,High
vid_1111,New Howto & Style reaction,channel_203,Howto & Style,review|live|vlog|challenge,85806,2652,418,728,2023-09-18,0.0357779668325428,Low
vid_1112,New News trailer,channel_69,News,vlog|compilation|trailer|tutorial,112978,5888,758,349,2023-02-12,0.05882509138866515,Medium
vid_1113,Unbelievable Gaming compilation,channel_319,Gaming,challenge|review|reaction|live,64257,1445,250,416,2025-04-03,0.026378038532167202,Low
vid_1114,Amazing Gaming review,channel_140,Gaming,challenge|reaction,227216,13636,1117,655,2023-09-29,0.06492912062037612,High
vid_1115,New Education trailer,channel_184,Education,tutorial,72761,2585,107,830,2023-08-22,0.036997333773123336,Low
vid_1116,Amazing Entertainment compilation,channel_37,Entertainment,compilation|reaction,102683,3919,594,708,2024-11-22,0.04395037201511433,Low
vid_1117,Top Music tutorial,channel_155,Music,vlog|tutorial,783666,23490,3461,987,2023-01-09,0.03439088286223613,Low
vid_1118,Unbelievable Comedy compilation,channel_145,Comedy,official|challenge|compilation|tutorial,115024,7322,1070,626,2025-02-18,0.07295805259726146,High
vid_1119,Top Science & Tech review,channel_444,Science & Tech,reaction|challenge,70249,2214,491,1034,2023-08-28,0.03850533807829182,Low
vid_1120,Full News vlog,channel_403,News,compilation|trailer|live|challenge,167204,8257,962,1092,2024-03-15,0.05513591100744595,Medium
vid_1121,Top Comedy review,channel_358,Comedy,challenge|official|live|trailer,107487,3423,886,30,2024-08-14,0.04008819589163441,Low
vid_1122,Full Howto & Style official,channel_157,Howto & Style,compilation|reaction|challenge,152325,7047,531,367,2024-03-11,0.04974856557646101,Medium
vid_1123,New Sports vlog,channel_207,Sports,official|vlog|trailer,63842,4850,593,825,2023-06-07,0.0852560186708018,High
vid_1124,Guide Science & Tech,channel_170,Science & Tech,review|reaction|challenge|official,32603,2094,43,608,2024-07-01,0.06554410501778923,High
vid_1125,2025 Gaming trailer,channel_244,Gaming,tutorial|trailer|challenge|official,79469,5978,88,503,2024-11-22,0.07633069082672707,High
vid_1126,Full News,channel_17,News,live,185176,9092,327,708,2023-07-23,0.0508648482262916,Medium
vid_1127,New Entertainment review,channel_494,Entertainment,reaction|tutorial,202882,11534,634,741,2024-11-06,0.05997545383299734,Medium
vid_1128,2025 News official,channel_233,News,live,93081,2279,182,411,2023-12-01,0.02643905373756473,Low
vid_1129,How To Comedy review,channel_211,Comedy,live,54844,1738,304,789,2024-07-03,0.037232199835901175,Low
vid_1130,Unbelievable Gaming trailer,channel_381,Gaming,live|reaction,25440,564,37,659,2023-11-14,0.023623285248221375,Low
vid_1131,How To Gaming challenge,channel_364,Gaming,reaction|challenge|live,112409,7940,377,426,2023-07-26,0.07398807935237078,High
vid_1132,Best Entertainment challenge,channel_74,Entertainment,reaction|compilation|tutorial|vlog,117169,5500,726,573,2024-04-16,0.05313646837927797,Medium
vid_1133,New Gaming trailer,channel_21,Gaming,compilation|tutorial|reaction|challenge,57776,2249,113,835,2025-04-23,0.040881319556224795,Low
vid_1134,Top Comedy review,channel_90,Comedy,review|challenge,33756,2227,327,522,2024-01-29,0.07565838196522202,High
vid_1135,Best Howto & Style,channel_94,Howto & Style,official|reaction|review|trailer,136729,5074,912,840,2023-10-08,0.04377971184085424,Low
vid_1136,Best Howto & Style tutorial,channel_276,Howto & Style,challenge|review,4744,310,16,30,2025-02-19,0.06870389884088514,High
vid_1137,Best News trailer,channel_189,News,review|challenge|trailer,113084,2643,607,533,2023-09-16,0.02873944378122651,Low
vid_1138,Amazing Music challenge,channel_23,Music,challenge,349142,18429,1133,829,2024-01-26,0.05602861864622805,Medium
vid_1139,Unbelievable Music reaction,channel_205,Music,official,523784,28050,2950,475,2023-09-14,0.05918458909667135,Medium
vid_1140,2025 Entertainment live,channel_470,Entertainment,challenge|vlog|official|review,183305,10300,314,717,2024-07-15,0.05790317829203627,Medium
vid_1141,How To Education challenge,channel_366,Education,tutorial|live|trailer|official,95775,5223,204,658,2024-09-13,0.056663464751085864,Medium
vid_1142,Exclusive Entertainment trailer,channel_151,Entertainment,live|trailer|compilation|official,433951,19260,3870,734,2024-11-24,0.05330082589779515,Medium
vid_1143,How To Music compilation,channel_226,Music,official|reaction,479976,27555,1047,683,2024-03-28,0.05959035537119487,Medium
vid_1144,Best Sports vlog,channel_429,Sports,tutorial|challenge|official|vlog,22730,1694,178,410,2023-01-05,0.08235449386300647,High
vid_1145,Top Entertainment reaction,channel_194,Entertainment,reaction|vlog|official,9722,301,75,916,2023-01-17,0.0386711920189242,Low
vid_1146,Top Gaming compilation,channel_8,Gaming,reaction,27608,1573,37,556,2023-04-09,0.058314317794921945,Medium
vid_1147,How To Comedy live,channel_426,Comedy,review,63855,1843,629,30,2024-06-08,0.03871210223001754,Low
vid_1148,Exclusive Entertainment compilation,channel_168,Entertainment,reaction|review,137864,4440,1092,508,2024-03-14,0.040126210423240126,Low
vid_1149,2025 Entertainment trailer,channel_110,Entertainment,live|official|reaction,468587,9962,613,30,2024-10-31,0.022567799431483522,Low
vid_1150,Full Music reaction,channel_200,Music,trailer|tutorial,614680,44941,1094,532,2024-10-27,0.07489250521815381,High
vid_1151,Top Education trailer,channel_23,Education,tutorial|challenge|official|compilation,118136,5112,1000,623,2024-07-03,0.051736543165985256,Medium
vid_1152,How To Comedy,channel_473,Comedy,trailer|compilation|challenge,10899,831,37,1026,2024-12-14,0.07963302752293577,High
vid_1153,2025 Gaming live,channel_474,Gaming,compilation|challenge,238536,15724,2233,290,2023-03-11,0.0752797259963863,High
vid_1154,Full Music,channel_312,Music,vlog|reaction|tutorial|review,442917,28485,697,423,2024-12-22,0.0658857847276471,High
vid_1155,Guide Science & Tech official,channel_120,Science & Tech,tutorial,10008,383,98,366,2023-08-31,0.04805674892596663,Medium
vid_1156,Guide Sports reaction,channel_388,Sports,official,228894,17990,1005,865,2023-05-21,0.08298564844142511,High
vid_1157,How To Music reaction,channel_152,Music,reaction|official|trailer|compilation,229381,16554,602,1006,2024-09-04,0.07479226791988909,High
vid_1158,How To Science & Tech compilation,channel_228,Science & Tech,compilation|official|tutorial,95841,4181,620,366,2025-03-21,0.05009286116733791,Medium
vid_1159,Amazing Science & Tech tutorial,channel_332,Science & Tech,compilation|vlog,115185,3881,175,488,2023-09-06,0.035212612643897696,Low
vid_1160,Top Music reaction,channel_28,Music,vlog|compilation|trailer|reaction,241752,7272,1013,32,2024-10-06,0.03427051577436475,Low
vid_1161,Best Entertainment challenge,channel_446,Entertainment,official|live,102776,5652,920,558,2023-07-29,0.06394426768635006,Medium
vid_1162,Exclusive Entertainment,channel_89,Entertainment,reaction|trailer,249228,14924,1189,271,2024-03-12,0.06465138487094199,Medium
vid_1163,Top Sports live,channel_160,Sports,review|live,45302,2277,48,1096,2024-09-12,0.05132110456261175,Medium
vid_1164,Full Music,channel_147,Music,tutorial|challenge,556887,12420,2402,981,2023-03-23,0.026615764749824022,Low
vid_1165,Unbelievable Science & Tech review,channel_185,Science & Tech,challenge|vlog,47763,2393,438,701,2024-03-08,0.05927058035340424,Medium
vid_1166,How To News review,channel_377,News,official|review|reaction|vlog,119608,8117,1050,1091,2025-02-16,0.0766413898619669,High
vid_1167,Exclusive Howto & Style,channel_154,Howto & Style,vlog|live,12907,557,125,30,2023-09-21,0.05283545088317323,Medium
vid_1168,New Gaming challenge,channel_157,Gaming,vlog|challenge|official|live,70580,5066,375,673,2023-05-20,0.07708873492866353,High
vid_1169,Top Sports live,channel_101,Sports,official,117577,5294,1046,375,2025-06-01,0.05392165200972971,Medium
vid_1170,Full News compilation,channel_372,News,review|vlog|compilation|live,113698,6078,169,456,2024-01-29,0.05494331524463716,Medium
vid_1171,Best Gaming,channel_329,Gaming,official|trailer|reaction|tutorial,121231,4540,633,743,2023-06-16,0.0426702520786591,Low
vid_1172,2025 Entertainment tutorial,channel_224,Entertainment,compilation|official|vlog|reaction,130756,4126,282,838,2024-03-10,0.03371138830043516,Low
vid_1173,Amazing Sports challenge,channel_125,Sports,official|live|challenge,196801,9505,599,386,2024-09-11,0.05134094165709698,Medium
vid_1174,New Gaming live,channel_349,Gaming,live|official,73519,5616,300,310,2023-04-30,0.08046789989118606,High
vid_1175,Unbelievable Comedy review,channel_330,Comedy,vlog,89331,2746,805,692,2023-07-13,0.0397505932924372,Low
vid_1176,New Howto & Style review,channel_85,Howto & Style,vlog|review|tutorial,147043,11619,213,497,2023-11-12,0.08046571094366312,High
vid_1177,Best Sports trailer,channel_386,Sports,live|tutorial|compilation,134494,4964,357,447,2023-08-03,0.03956280902635786,Low
vid_1178,Amazing Science & Tech tutorial,channel_204,Science & Tech,challenge|official,30849,1482,199,707,2023-04-10,0.05448946515397083,Medium
vid_1179,Exclusive Entertainment review,channel_357,Entertainment,tutorial|review|trailer|challenge,133339,8935,145,581,2024-01-19,0.06809659517024148,High
vid_1180,Full Entertainment reaction,channel_69,Entertainment,vlog|trailer,263327,12105,1532,679,2024-04-06,0.051787124802527645,Medium
vid_1181,Top News live,channel_109,News,live,72763,5329,658,451,2025-04-08,0.08227969875213018,High
vid_1182,Full Sports review,channel_133,Sports,live,206562,15619,1995,130,2023-03-23,0.08527180569608303,High
vid_1183,New Music trailer,channel_194,Music,compilation,421831,15490,4062,771,2023-01-31,0.046350205769121355,Medium
vid_1184,Best Education challenge,channel_245,Education,official,83644,3090,293,272,2023-09-30,0.04044473668479885,Low
vid_1185,Amazing Sports,channel_4,Sports,reaction,119727,2987,286,412,2024-06-18,0.027336963784578377,Low
vid_1186,Exclusive Comedy,channel_193,Comedy,challenge|vlog|review,125572,4461,483,30,2023-12-12,0.039371520947974484,Low
vid_1187,2025 Education compilation,channel_173,Education,reaction|compilation|challenge,55644,4339,528,438,2024-02-13,0.08746518105849582,High
vid_1188,2025 Music compilation,channel_30,Music,official,491482,36652,518,42,2024-04-12,0.07562825163840865,High
vid_1189,Amazing Howto & Style live,channel_206,Howto & Style,vlog,62183,1296,206,767,2023-10-14,0.02415412324713753,Low
vid_1190,2025 Science & Tech reaction,channel_385,Science & Tech,challenge|review|compilation|trailer,124265,7951,1237,455,2023-01-04,0.07393816490431816,High
vid_1191,Amazing Science & Tech compilation,channel_491,Science & Tech,official|compilation|challenge,62978,3274,292,58,2024-03-30,0.05662204861938106,Medium
vid_1192,Guide Music review,channel_249,Music,compilation,298665,16783,909,953,2024-03-14,0.0592367393677218,Medium
vid_1193,Best Science & Tech challenge,channel_483,Science & Tech,tutorial|reaction|compilation|trailer,124752,6351,1236,725,2025-06-09,0.06081617275736856,Medium
vid_1194,Amazing News vlog,channel_293,News,challenge|trailer,20536,1362,52,1006,2023-11-05,0.068851341481229,High
vid_1195,How To Comedy challenge,channel_281,Comedy,trailer|challenge|compilation|tutorial,22538,1034,181,246,2023-09-04,0.0539065619592706,Medium
vid_1196,Best Music trailer,channel_88,Music,official|live|challenge|reaction,648786,35416,2646,576,2025-02-23,0.058666403611663,Medium
vid_1197,Full Music tutorial,channel_369,Music,live,158425,5301,877,809,2024-07-01,0.038996124373524545,Low
vid_1198,2025 Education trailer,channel_252,Education,trailer|compilation,79200,3701,768,1258,2024-01-22,0.05642605522657542,Medium
vid_1199,Exclusive Howto & Style review,channel_381,Howto & Style,reaction|vlog|live|official,111616,3166,683,663,2023-10-25,0.03448399437361692,Low
vid_1200,Guide Entertainment compilation,channel_46,Entertainment,trailer|compilation,237415,14976,1032,910,2023-05-11,0.0674259527580281,High
vid_1201,Guide Comedy review,channel_489,Comedy,tutorial,83397,3641,734,333,2023-03-05,0.05245929158972637,Medium
vid_1202,Unbelievable Education review,channel_98,Education,compilation|live|tutorial,112532,8777,561,512,2024-11-10,0.08298010361405099,High
vid_1203,Unbelievable Education trailer,channel_114,Education,vlog,86290,5286,298,30,2025-05-22,0.06471126768724432,Medium
vid_1204,Top Gaming tutorial,channel_75,Gaming,challenge|live|tutorial|vlog,107314,4422,412,442,2023-05-30,0.04504496109583935,Low
vid_1205,Guide Sports official,channel_435,Sports,tutorial|trailer|live,67918,2141,257,569,2025-05-18,0.03530676246705634,Low
vid_1206,Full Sports reaction,channel_245,Sports,review|official|vlog,104005,4855,643,709,2023-12-08,0.052862334865296234,Medium
vid_1207,Top Entertainment reaction,channel_367,Entertainment,live,385500,21757,692,891,2025-05-27,0.05823331197584442,Medium
vid_1208,How To Gaming tutorial,channel_201,Gaming,vlog,76067,4242,582,655,2024-02-06,0.06341694273544723,Medium
vid_1209,2025 Music challenge,channel_348,Music,review|trailer|tutorial|compilation,422066,9209,3627,470,2023-10-17,0.030412233128863427,Low
vid_1210,Exclusive Music reaction,channel_473,Music,trailer|live|challenge|tutorial,56173,1574,538,537,2025-06-05,0.037597465019403996,Low
vid_1211,Full Comedy tutorial,channel_436,Comedy,live|challenge,176875,9319,376,141,2024-12-13,0.05481241095456704,Medium
vid_1212,Top Gaming live,channel_460,Gaming,reaction|official,25473,835,119,362,2024-01-06,0.03744994896757478,Low
vid_1213,How To Sports trailer,channel_295,Sports,review|live|official|vlog,24277,1019,109,811,2023-12-31,0.046461817283136995,Medium
vid_1214,Best Science & Tech official,channel_92,Science & Tech,review|live|compilation,24799,597,95,819,2025-01-09,0.027903225806451614,Low
vid_1215,Top Gaming trailer,channel_18,Gaming,challenge|tutorial|compilation|vlog,124258,8283,1084,76,2023-06-26,0.07538286965129286,High
vid_1216,Full Education trailer,channel_193,Education,tutorial|challenge|live|official,47078,2882,179,901,2023-05-03,0.06501837337241657,High
vid_1217,Exclusive Entertainment challenge,channel_63,Entertainment,official|challenge,224718,4626,1052,499,2023-10-08,0.025267111370200115,Low
vid_1218,How To Sports,channel_49,Sports,challenge|review|live|tutorial,217384,14341,812,276,2023-05-09,0.06970582146882259,High
vid_1219,How To Entertainment vlog,channel_33,Entertainment,official|review|tutorial|challenge,104714,4898,789,870,2025-03-13,0.05430931576182973,Medium
vid_1220,Exclusive Comedy trailer,channel_251,Comedy,reaction,139058,7868,1284,253,2024-11-05,0.0658137912684544,High
vid_1221,How To Howto & Style,channel_93,Howto & Style,vlog,82705,4474,287,406,2024-04-02,0.05756535196962735,Medium
vid_1222,How To Comedy official,channel_63,Comedy,live|trailer,58565,3206,527,504,2024-07-29,0.06374005395622033,Medium
vid_1223,Best Music official,channel_386,Music,vlog,767602,39243,1121,907,2023-11-02,0.052584474005442916,Medium
vid_1224,Unbelievable Music live,channel_279,Music,reaction,288631,11145,760,125,2023-11-04,0.041246292857340834,Low
vid_1225,New Entertainment vlog,channel_485,Entertainment,live|challenge|compilation|vlog,125795,4464,651,614,2024-06-19,0.0406610703043022,Low
vid_1226,Exclusive Howto & Style,channel_181,Howto & Style,trailer|official,79402,2094,633,814,2023-08-31,0.034343790536881476,Low
vid_1227,Top Entertainment tutorial,channel_73,Entertainment,vlog|reaction,294630,7907,2002,804,2024-08-28,0.03363189888368841,Low
vid_1228,Unbelievable Music,channel_66,Music,vlog,366384,21537,1877,958,2023-09-19,0.06390545464470435,Medium
vid_1229,Unbelievable Music live,channel_333,Music,trailer|tutorial|compilation|reaction,173848,10141,301,609,2024-12-12,0.06006361842748592,Medium
vid_1230,New Entertainment trailer,channel_105,Entertainment,compilation|live,78755,4152,173,436,2024-03-05,0.05491645081009701,Medium
vid_1231,Unbelievable Comedy review,channel_162,Comedy,reaction,161600,4815,313,793,2023-03-21,0.031732476902989463,Low
vid_1232,Exclusive Music trailer,channel_273,Music,trailer|compilation|challenge|official,269198,7107,1842,1212,2024-01-07,0.033243065538876446,Low
vid_1233,How To Howto & Style tutorial,channel_399,Howto & Style,tutorial|official,67542,3887,113,652,2023-04-11,0.059221532949380394,Medium
vid_1234,Unbelievable Music reaction,channel_497,Music,trailer,154206,5490,688,478,2023-06-29,0.04006303215807324,Low
vid_1235,Guide News tutorial,channel_449,News,trailer|compilation|challenge|tutorial,89333,6262,660,775,2025-06-05,0.07748449638435534,High
vid_1236,Best Music,channel_139,Music,live,377841,13793,2551,440,2023-11-22,0.04325617586186819,Low
vid_1237,2025 Science & Tech live,channel_200,Science & Tech,challenge|live|vlog|official,13973,1059,17,310,2024-12-04,0.07700014312294261,High
vid_1238,How To News live,channel_80,News,tutorial|official|compilation|review,149123,10465,1456,882,2024-01-15,0.0799401840079397,High
vid_1239,Unbelievable Sports,channel_128,Sports,live|challenge|vlog|reaction,152882,8995,329,921,2024-05-29,0.06098781421086713,Medium
vid_1240,Exclusive Music review,channel_488,Music,tutorial|trailer,269958,6046,1150,854,2023-11-09,0.026655899599568822,Low
vid_1241,Best Gaming trailer,channel_161,Gaming,reaction,171927,8176,257,862,2023-04-06,0.04904960215904332,Medium
vid_1242,New Entertainment trailer,channel_30,Entertainment,official|review|compilation|tutorial,30649,2320,207,30,2025-01-18,0.08244698205546493,High
vid_1243,Exclusive Entertainment vlog,channel_255,Entertainment,review,241930,5797,2359,30,2023-01-15,0.03371209146409514,Low
vid_1244,Unbelievable Education official,channel_467,Education,reaction|official|tutorial,50352,2080,359,30,2024-04-04,0.04843802752566878,Medium
vid_1245,Top Science & Tech vlog,channel_346,Science & Tech,trailer|compilation,100216,3616,384,883,2025-05-09,0.03991338794815251,Low
vid_1246,Unbelievable Entertainment official,channel_181,Entertainment,review|live|challenge|official,256059,5732,1633,346,2023-12-13,0.028762789971100523,Low
vid_1247,Best Howto & Style vlog,channel_128,Howto & Style,tutorial|challenge|live,25495,627,179,30,2023-09-29,0.03161280200815814,Low
vid_1248,Unbelievable Music,channel_378,Music,tutorial|official,167258,7573,1429,808,2024-04-19,0.05382072115700799,Medium
vid_1249,Amazing Howto & Style challenge,channel_435,Howto & Style,official|challenge|live,43651,2314,119,750,2023-11-02,0.05573627783377623,Medium
vid_1250,How To Music compilation,channel_3,Music,compilation|official|challenge|reaction,432452,9914,3716,804,2024-05-18,0.03151787593102603,Low
vid_1251,How To Entertainment vlog,channel_271,Entertainment,trailer|challenge|official|vlog,109880,5800,200,371,2025-02-26,0.054604526715264695,Medium
vid_1252,Unbelievable Education challenge,channel_116,Education,tutorial|compilation|reaction,96921,3023,261,1049,2023-07-06,0.0338829161593859,Low
vid_1253,Full News trailer,channel_138,News,live|vlog|challenge|compilation,153579,3232,221,688,2024-03-20,0.022483396275556712,Low
vid_1254,Best Entertainment reaction,channel_453,Entertainment,tutorial|official,402824,15953,1670,686,2023-05-17,0.04374852603487867,Low
vid_1255,Amazing Gaming compilation,channel_381,Gaming,reaction|challenge,28945,625,220,798,2024-11-12,0.02919228909002971,Low
vid_1256,Full Science & Tech review,channel_61,Science & Tech,live|compilation|review|reaction,97543,6291,690,1154,2024-05-28,0.07156770278028377,High
vid_1257,How To Sports review,channel_380,Sports,trailer,58958,1625,127,253,2025-03-22,0.02971556505368137,Low
vid_1258,Exclusive Entertainment compilation,channel_80,Entertainment,reaction,336012,26129,2236,725,2023-02-23,0.08441637674732823,High
vid_1259,Guide Education review,channel_176,Education,review,88098,5030,707,985,2024-05-06,0.06511992190603752,High
vid_1260,Unbelievable Music trailer,channel_249,Music,live|vlog,502992,11756,3886,754,2023-09-13,0.031097848280194754,Low
vid_1261,Top Music tutorial,channel_59,Music,reaction|challenge|compilation|official,189319,11061,724,826,2024-12-18,0.0622491020494401,Medium
vid_1262,Top Sports live,channel_313,Sports,reaction|trailer,4881,306,12,685,2023-05-16,0.0651372388365424,High
vid_1263,How To Gaming reaction,channel_141,Gaming,official|reaction|vlog|review,116743,8742,339,121,2024-01-25,0.07778558212841774,High
vid_1264,Top Gaming reaction,channel_157,Gaming,review|challenge|official,160387,8025,1476,426,2024-06-06,0.05923759882285458,Medium
vid_1265,Best Gaming tutorial,channel_27,Gaming,compilation|tutorial|live,157960,5366,380,312,2024-12-29,0.03637606751033483,Low
vid_1266,How To Gaming official,channel_164,Gaming,official,202243,13204,765,1103,2023-02-23,0.06907003421609541,High
vid_1267,New Education reaction,channel_165,Education,tutorial|trailer|reaction|challenge,51501,4070,186,241,2023-09-16,0.08263756747310784,High
vid_1268,New Science & Tech compilation,channel_187,Science & Tech,trailer,11648,627,38,194,2024-11-16,0.05708644518842819,Medium
vid_1269,2025 Entertainment live,channel_283,Entertainment,compilation|vlog|trailer,165749,12223,320,713,2024-10-27,0.07567420814479638,High
vid_1270,Best Music review,channel_300,Music,live,465713,14029,4524,679,2024-10-06,0.03983775450168988,Low
vid_1271,Guide Sports official,channel_62,Sports,reaction|challenge,167883,10175,623,579,2023-04-12,0.06431821972314217,Medium
vid_1272,2025 Entertainment,channel_280,Entertainment,challenge|reaction|tutorial,105742,2704,242,319,2025-01-08,0.027860000189137816,Low
vid_1273,Unbelievable Entertainment reaction,channel_66,Entertainment,vlog|compilation|live,171533,11618,389,326,2024-04-04,0.06999778469574545,High
vid_1274,Best Education review,channel_61,Education,review|official|trailer|tutorial,89507,2849,168,330,2023-10-08,0.033706484336595614,Low
vid_1275,Amazing Sports tutorial,channel_67,Sports,reaction,67081,3981,391,922,2025-01-28,0.06517396619063236,High
vid_1276,Exclusive Comedy vlog,channel_254,Comedy,live,174969,10099,594,943,2024-03-24,0.06111333371435103,Medium
vid_1277,Unbelievable Sports vlog,channel_197,Sports,tutorial|reaction|trailer|official,105326,7737,645,434,2023-06-13,0.07958073428465635,High
vid_1278,Exclusive News official,channel_304,News,vlog|tutorial|live|trailer,112053,6774,1100,336,2023-10-31,0.07026969139878987,High
vid_1279,How To Sports trailer,channel_283,Sports,official|reaction,175336,4632,1407,408,2023-10-26,0.03444224550437158,Low
vid_1280,How To Entertainment tutorial,channel_76,Entertainment,official|reaction|review,164981,9542,803,829,2023-08-04,0.06270381011261834,Medium
vid_1281,Guide News compilation,channel_1,News,compilation|trailer|vlog,36549,2402,344,420,2024-07-16,0.07512995896032831,High
vid_1282,Guide Music review,channel_69,Music,compilation|official|vlog,388850,13675,624,775,2025-04-15,0.03677243982913764,Low
vid_1283,New Entertainment reaction,channel_183,Entertainment,tutorial|official,265688,15407,1989,530,2024-07-04,0.06547504789434264,High
vid_1284,Best Education,channel_445,Education,tutorial|reaction|review|challenge,118878,2578,520,310,2023-08-14,0.026060111541988073,Low
vid_1285,Unbelievable Music,channel_105,Music,challenge|reaction,58655,4069,182,708,2025-01-17,0.07247340425531915,High
vid_1286,Full Sports live,channel_189,Sports,challenge,15823,882,31,1115,2023-07-05,0.05769716885743175,Medium
vid_1287,Top Gaming live,channel_418,Gaming,live|tutorial|official|vlog,196018,15673,569,428,2023-06-16,0.08285931465827293,High
vid_1288,Guide Howto & Style review,channel_419,Howto & Style,trailer|live,100918,7864,932,231,2023-03-15,0.08715900870995551,High
vid_1289,Best Gaming review,channel_233,Gaming,official|trailer,259403,7300,2541,604,2024-01-22,0.03793696319254907,Low
vid_1290,Amazing Gaming official,channel_57,Gaming,reaction|trailer,62744,2277,523,510,2023-10-02,0.04462506972667145,Low
vid_1291,Amazing Entertainment,channel_322,Entertainment,trailer,80102,3246,787,533,2024-07-09,0.05034767736539206,Medium
vid_1292,Top Sports trailer,channel_174,Sports,challenge|vlog,6427,192,63,1146,2025-04-15,0.03967019290603609,Low
vid_1293,How To Entertainment challenge,channel_170,Entertainment,official|tutorial,109376,2647,165,849,2024-10-04,0.02570924417382082,Low
vid_1294,Best News official,channel_11,News,trailer|review|vlog,93406,7073,510,304,2023-01-02,0.08118235250034794,High
vid_1295,Unbelievable Howto & Style reaction,channel_13,Howto & Style,live|compilation|challenge|vlog,50963,3185,386,957,2023-08-20,0.07006906836198101,High
vid_1296,Best Howto & Style review,channel_351,Howto & Style,live|trailer|challenge|official,37936,2209,62,276,2023-10-16,0.05986240345836519,Medium
vid_1297,Best Music compilation,channel_316,Music,trailer|official|tutorial,430988,34381,2271,30,2023-06-04,0.08504161359106613,High
vid_1298,Guide Entertainment compilation,channel_272,Entertainment,review|live,155592,10546,989,987,2024-11-14,0.07413572590026543,High
vid_1299,2025 Sports tutorial,channel_320,Sports,tutorial,90995,5119,606,881,2024-05-26,0.06291485340014946,Medium
vid_1300,Best Education tutorial,channel_478,Education,live,8840,226,10,523,2025-03-07,0.026693812917090828,Low
vid_1301,Unbelievable Education live,channel_164,Education,challenge|trailer|official|tutorial,50670,1656,386,746,2024-03-13,0.04029918493813029,Low
vid_1302,Best Science & Tech live,channel_143,Science & Tech,live|vlog|review,52713,1568,508,30,2024-01-30,0.03938232727548659,Low
vid_1303,Full Music review,channel_254,Music,compilation|live|review|vlog,646066,18498,696,446,2023-09-09,0.029708993030134644,Low
vid_1304,Exclusive Gaming challenge,channel_282,Gaming,vlog|reaction|challenge|official,125362,5932,709,507,2024-08-17,0.052974163030559254,Medium
vid_1305,Top Sports,channel_270,Sports,reaction,108538,6847,540,568,2024-01-06,0.06805848588986448,High
vid_1306,2025 Entertainment official,channel_436,Entertainment,live|trailer|official|vlog,58027,3991,365,831,2024-01-05,0.07506720893361825,High
vid_1307,New Comedy live,channel_444,Comedy,live|review|trailer|challenge,41962,2420,355,380,2025-04-27,0.06612968567547602,High
vid_1308,Best Music live,channel_383,Music,review|official,70784,5097,497,438,2024-12-13,0.0790280426644063,High
vid_1309,Best Science & Tech official,channel_191,Science & Tech,challenge,22830,736,151,30,2025-05-07,0.03885068547150804,Low
vid_1310,How To Education official,channel_81,Education,live|trailer|challenge,42970,2318,397,30,2023-03-20,0.06318214609853157,Medium
vid_1311,How To Entertainment review,channel_426,Entertainment,challenge|live,163894,10345,1028,1016,2025-02-05,0.06939198877329998,High
vid_1312,Full News tutorial,channel_486,News,compilation|challenge|review|vlog,9135,436,29,589,2024-12-12,0.05089754816112084,Medium
vid_1313,Amazing Entertainment live,channel_57,Entertainment,live,160221,12358,928,787,2024-05-30,0.08292244510741346,High
vid_1314,Full Entertainment review,channel_203,Entertainment,vlog|tutorial|compilation,312550,8677,1369,1246,2023-08-21,0.03214195443303653,Low
vid_1315,Best Gaming tutorial,channel_81,Gaming,live|reaction|challenge|tutorial,143624,6723,1149,359,2023-02-27,0.05480939947780679,Medium
vid_1316,Guide Music vlog,channel_95,Music,challenge,164261,7289,1534,458,2024-05-03,0.05371297074186361,Medium
vid_1317,Unbelievable Music review,channel_329,Music,official|compilation,145999,7451,256,1099,2024-10-24,0.05278767123287671,Medium
vid_1318,Best Gaming trailer,channel_139,Gaming,compilation,182621,4852,1770,110,2024-09-09,0.03626069148295386,Low
vid_1319,Top Comedy official,channel_172,Comedy,live|trailer|official,124578,4326,929,283,2023-08-05,0.042182069209096236,Low
vid_1320,Top Education tutorial,channel_388,Education,official|reaction,108795,6187,982,931,2023-10-03,0.06589396668995183,High
